doc_id,volume,state_variation,version_date,source_file,path,anchor_id,parent_anchor_id,order_in_parent,para_start,para_end,unit_label,unit_type,compliance_weight,title,text,text_html,defined_term,contains_shall,contains_must,external_refs,internal_refs,satisfies_pr_ids,related_unit_ids,asset_type,asset_id,asset_caption,asset_alt_text,page_start,page_end,bbox_json,extract_confidence,warnings,ncc_pathway,normative_status,conditionality,heading_context,raw_title,raw_text,applies_state,variation_action,affected_unit_label,affected_subparts,affects_anchor_id,table_grid_json,table_key_values,base_unit_label,affected_subclause,conditions_text,exceptions_text,requirements_list,standards_referenced,notes_quality,discipline,table_purpose,table_id,table_label,applies_to_volume,applies_to_class,volume_hierarchy,dataset_coverage,scope_conditions,formula_json,constant_value,constant_name,pathway_alternative_to,verification_method_for,section_code,part_code,indexable
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H4,"",10,55,55,H4,OTHER,"",Part H4                           Health and amenity 	117,Part H4                           Health and amenity 	117,Part H4                           Health and amenity 	117,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Part H4                           Health and amenity 	117,Part H4                           Health and amenity 	117,"","","","","","","",H4,"","","","","","",Energy,"","","",V2,"","","","","","","","","",H,H4,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H5,"",11,56,56,H5,OTHER,"",Part H5                           Safe movement and access 	126,Part H5                           Safe movement and access 	126,Part H5                           Safe movement and access 	126,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Part H5                           Safe movement and access 	126,Part H5                           Safe movement and access 	126,"","","","","","","",H5,"","","","","","",Energy,"","","",V2,"","","","","","","","","",H,H5,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H6,"",12,57,57,H6,OTHER,"",Part H6                           Energy efficiency	130,Part H6                           Energy efficiency	130,Part H6                           Energy efficiency	130,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Part H6                           Energy efficiency	130,Part H6                           Energy efficiency	130,"","","","","","","",H6,"","","","","","",Energy,"","","",V2,"","","","","","","","","",H,H6,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H7,"",13,58,58,H7,OTHER,"",Part H7                           Ancillary provisions and additional construction requirements	138,Part H7                           Ancillary provisions and additional construction requirements	138,Part H7                           Ancillary provisions and additional construction requirements	138,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Part H7                           Ancillary provisions and additional construction requirements	138,Part H7                           Ancillary provisions and additional construction requirements	138,"","","","","","","",H7,"","","","","","","","","","",V2,"","","","","","","","","",H,H7,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H8,"",14,59,76,H8,DEFINITION,"",Part H8                           Livable housing design 	147,"Part H8                           Livable housing design 	147  Specification 42            House energy rating software	150  Specification 44           Calculation of heating load limit, cooling load limit and thermal energy load limit152  Schedule 1       Definitions  Abbreviations	156  Symbols	158  Glossary 	160  Schedule 2      Referenced documents  Referenced documents 	196  Schedule 3      Commonwealth of Australia  Footnote: Other legislation and policies affecting buildings	214  Schedule 4      Australian Capital Territory  ACT                                Introduction	217  ACT                                Footnote: Other legislation affecting buildings	218  Schedule 5      New South Wales  NSW                               Introduction	221  Section A                       Governing requirements 	222  Section H                        Class 1 and 10 buildings	223","Part H8                           Livable housing design 	147  Specification 42            House energy rating software	150  Specification 44           Calculation of heating load limit, cooling load limit and thermal energy load limit152  Schedule 1       Definitions  Abbreviations	156  Symbols	158  Glossary 	160  Schedule 2      Referenced documents  Referenced documents 	196  Schedule 3      Commonwealth of Australia  Footnote: Other legislation and policies affecting buildings	214  Schedule 4      Australian Capital Territory  ACT                                Introduction	217  ACT                                Footnote: Other legislation affecting buildings	218  Schedule 5      New South Wales  NSW                               Introduction	221  Section A                       Governing requirements 	222  Section H                        Class 1 and 10 buildings	223","",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Part H8                           Livable housing design 	147,"Part H8                           Livable housing design 	147  Specification 42            House energy rating software	150  Specification 44           Calculation of heating load limit, cooling load limit and thermal energy load limit152  Schedule 1       Definitions  Abbreviations	156  Symbols	158  Glossary 	160  Schedule 2      Referenced documents  Referenced documents 	196  Schedule 3      Commonwealth of Australia  Footnote: Other legislation and policies affecting buildings	214  Schedule 4      Australian Capital Territory  ACT                                Introduction	217  ACT                                Footnote: Other legislation affecting buildings	218  Schedule 5      New South Wales  NSW                               Introduction	221  Section A                       Governing requirements 	222  Section H                        Class 1 and 10 buildings	223","","","","","","","",H8,"","","","","","","","","","",V2,"","","","","","","","","",H,H8,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H6,"",15,77,82,H6,DEFINITION,"",NSW Part H6                 Energy efficiency	226,NSW Part H6                 Energy efficiency	226  Schedule 1                     Definitions 	230  Schedule 2                     Referenced documents	232  NSW                               Footnote: Other legislation affecting buildings 	234  Schedule 6      Northern Territory  Section H                        Class 1 and 10 buildings	239,NSW Part H6                 Energy efficiency	226  Schedule 1                     Definitions 	230  Schedule 2                     Referenced documents	232  NSW                               Footnote: Other legislation affecting buildings 	234  Schedule 6      Northern Territory  Section H                        Class 1 and 10 buildings	239,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",NSW Part H6                 Energy efficiency	226,NSW Part H6                 Energy efficiency	226  Schedule 1                     Definitions 	230  Schedule 2                     Referenced documents	232  NSW                               Footnote: Other legislation affecting buildings 	234  Schedule 6      Northern Territory  Section H                        Class 1 and 10 buildings	239,"","","","","","","",H6,"","","","","","",Energy,"","","",V2,"","","","","","","","","",H,H6,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H6,"",16,83,93,H6,DEFINITION,"",NT Part H6                     Energy efficiency 	240,NT Part H6                     Energy efficiency 	240  Schedule 2                     Referenced documents	244  NT                                   Footnote: Other legislation affecting buildings 	245  Schedule 7      Queensland  Section H                        Class 1 and 10 buildings	249  Schedule 1                     Definitions	252  Schedule 2                     Referenced documents	253  QLD                                 Footnote: Other legislation affecting buildings 	254  Schedule 8      South Australia  Section A                       Governing requirements 	257  Section H                        Class 1 and 10 buildings	258,NT Part H6                     Energy efficiency 	240  Schedule 2                     Referenced documents	244  NT                                   Footnote: Other legislation affecting buildings 	245  Schedule 7      Queensland  Section H                        Class 1 and 10 buildings	249  Schedule 1                     Definitions	252  Schedule 2                     Referenced documents	253  QLD                                 Footnote: Other legislation affecting buildings 	254  Schedule 8      South Australia  Section A                       Governing requirements 	257  Section H                        Class 1 and 10 buildings	258,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",NT Part H6                     Energy efficiency 	240,NT Part H6                     Energy efficiency 	240  Schedule 2                     Referenced documents	244  NT                                   Footnote: Other legislation affecting buildings 	245  Schedule 7      Queensland  Section H                        Class 1 and 10 buildings	249  Schedule 1                     Definitions	252  Schedule 2                     Referenced documents	253  QLD                                 Footnote: Other legislation affecting buildings 	254  Schedule 8      South Australia  Section A                       Governing requirements 	257  Section H                        Class 1 and 10 buildings	258,"","","","","","","",H6,"","","","","","",Energy,"","","",V2,"","","","","","","","","",H,H6,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H9,"",17,94,94,H9,OTHER,"",SA Part H9                     Water efficiency 	262,SA Part H9                     Water efficiency 	262,SA Part H9                     Water efficiency 	262,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",SA Part H9                     Water efficiency 	262,SA Part H9                     Water efficiency 	262,"","","","","","","",H9,"","","","","","","","","","",V2,"","","","","","","","","",H,H9,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H10,"",18,95,113,H10,DEFINITION,"",SA Part H10                   Access for people with a disability	264,SA Part H10                   Access for people with a disability	264  Schedule 1                     Definitions 	266  Schedule 2                     Referenced documents	268  SA                                   Footnote: Other legislation affecting buildings 	269  Schedule 9      Tasmania  Section A                       Governing requirements	274  Section H                        Class 1 and 10 buildings 	275  Schedule 1                     Definitions	277  Schedule 2                     Referenced documents 	278  TAS                                 Footnote: Other legislation affecting buildings 	282  Schedule 10    Victoria  Section A                       Governing requirements 	284  Section H                        Class 1 and 10 buildings	285  Schedule 1                     Definitions	287  Schedule 2                     Referenced documents	289  VIC                                  Footnote: Other legislation affecting buildings 	295  Schedule 11     Western Australia  WA                                  Introduction	300  Section H                        Class 1 and 10 buildings 	301,SA Part H10                   Access for people with a disability	264  Schedule 1                     Definitions 	266  Schedule 2                     Referenced documents	268  SA                                   Footnote: Other legislation affecting buildings 	269  Schedule 9      Tasmania  Section A                       Governing requirements	274  Section H                        Class 1 and 10 buildings 	275  Schedule 1                     Definitions	277  Schedule 2                     Referenced documents 	278  TAS                                 Footnote: Other legislation affecting buildings 	282  Schedule 10    Victoria  Section A                       Governing requirements 	284  Section H                        Class 1 and 10 buildings	285  Schedule 1                     Definitions	287  Schedule 2                     Referenced documents	289  VIC                                  Footnote: Other legislation affecting buildings 	295  Schedule 11     Western Australia  WA                                  Introduction	300  Section H                        Class 1 and 10 buildings 	301,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",SA Part H10                   Access for people with a disability	264,SA Part H10                   Access for people with a disability	264  Schedule 1                     Definitions 	266  Schedule 2                     Referenced documents	268  SA                                   Footnote: Other legislation affecting buildings 	269  Schedule 9      Tasmania  Section A                       Governing requirements	274  Section H                        Class 1 and 10 buildings 	275  Schedule 1                     Definitions	277  Schedule 2                     Referenced documents 	278  TAS                                 Footnote: Other legislation affecting buildings 	282  Schedule 10    Victoria  Section A                       Governing requirements 	284  Section H                        Class 1 and 10 buildings	285  Schedule 1                     Definitions	287  Schedule 2                     Referenced documents	289  VIC                                  Footnote: Other legislation affecting buildings 	295  Schedule 11     Western Australia  WA                                  Introduction	300  Section H                        Class 1 and 10 buildings 	301,"","","","","","","",H10,"","","","","","","","","","",V2,"","","","","","","","","",H,H10,true
ncc2022,Vol2,"","",NCC2022-volume-two.docx,Vol2,VOL2::H9,"",19,114,142,H9,PERFORMANCE_REQUIREMENT,"",WA Part H9                    Water use 	304,"WA Part H9                    Water use 	304  Schedule 1                     Definitions	307  Schedule 2                     Referenced documents	308  WA                                  Footnote: Other legislation affecting buildings 	309  Introduction to the National Construction Code(NCC)  About the NCC  The NCC is Australia’s primary set of technical design and construction provisions for buildings.As a performance-based code, it sets the minimum required level for the safety, health, amenity, accessibility and sustainability of certain buildings.It primarily applies to the design and construction of new buildings, and plumbing and drainage systems in new and existing buildings.In some cases it may also apply to structures associated with buildings and new building work or new plumbing and drainage work in existing buildings.  The Australian Building Codes Board(ABCB), on behalf of the Australian Government and each State and Territory government, produces and maintains the NCC.When determining the content of the NCC, the ABCB seeks to—  • ensure requirements have a rigorously tested rationale; and  • effectively and proportionally address applicable issues; and  • create benefits to society that outweigh costs; and  • consider non-regulatory alternatives; and  • consider the competitive effects of regulation; and  • not be unnecessarily restrictive.  The primary users of the NCC include architects, builders, plumbers, building surveyors, hydraulic consultants, engineers and other building and plumbing related professions and trades.  Format of the NCC  The NCC is published in three volumes.The Building Code of Australia(BCA) is Volumes One and Two of the NCC and the Plumbing Code of Australia(PCA) is Volume Three of the NCC.  Components of the NCC  The NCC provides the technical provisions for the design and construction of buildings and other structures, and plumbing and drainage systems.  NCC Volume One primarily covers the design and construction of multi-residential, commercial, industrial and public assembly buildings and some associated structures.  NCC Volume Two primarily covers the design and construction of smaller scale buildings including houses, small sheds, carports and some associated structures.  NCC Volume Three covers the design, construction and maintenance of plumbing and drainage systems in new and existing buildings.  Each volume contains—  • Governing Requirements; and  • Performance Requirements; and  • compliance options to meet the NCC requirements; and  • State and Territory variations and additions.","WA Part H9                    Water use 	304  Schedule 1                     Definitions	307  Schedule 2                     Referenced documents	308  WA                                  Footnote: Other legislation affecting buildings 	309  Introduction to the National Construction Code(NCC)  About the NCC  The NCC is Australia’s primary set of technical design and construction provisions for buildings.As a performance-based code, it sets the minimum required level for the safety, health, amenity, accessibility and sustainability of certain buildings.It primarily applies to the design and construction of new buildings, and plumbing and drainage systems in new and existing buildings.In some cases it may also apply to structures associated with buildings and new building work or new plumbing and drainage work in existing buildings.  The Australian Building Codes Board(ABCB), on behalf of the Australian Government and each State and Territory government, produces and maintains the NCC.When determining the content of the NCC, the ABCB seeks to—  • ensure requirements have a rigorously tested rationale; and  • effectively and proportionally address applicable issues; and  • create benefits to society that outweigh costs; and  • consider non-regulatory alternatives; and  • consider the competitive effects of regulation; and  • not be unnecessarily restrictive.  The primary users of the NCC include architects, builders, plumbers, building surveyors, hydraulic consultants, engineers and other building and plumbing related professions and trades.  Format of the NCC  The NCC is published in three volumes.The Building Code of Australia(BCA) is Volumes One and Two of the NCC and the Plumbing Code of Australia(PCA) is Volume Three of the NCC.  Components of the NCC  The NCC provides the technical provisions for the design and construction of buildings and other structures, and plumbing and drainage systems.  NCC Volume One primarily covers the design and construction of multi-residential, commercial, industrial and public assembly buildings and some associated structures.  NCC Volume Two primarily covers the design and construction of smaller scale buildings including houses, small sheds, carports and some associated structures.  NCC Volume Three covers the design, construction and maintenance of plumbing and drainage systems in new and existing buildings.  Each volume contains—  • Governing Requirements; and  • Performance Requirements; and  • compliance options to meet the NCC requirements; and  • State and Territory variations and additions.","",false,false,"","","","","","","","","","","","","",PERFORMANCE,NORMATIVE,ALWAYS,"",WA Part H9                    Water use 	304,"WA Part H9                    Water use 	304  Schedule 1                     Definitions	307  Schedule 2                     Referenced documents	308  WA                                  Footnote: Other legislation affecting buildings 	309  Introduction to the National Construction Code(NCC)  About the NCC  The NCC is Australia’s primary set of technical design and construction provisions for buildings.As a performance-based code, it sets the minimum required level for the safety, health, amenity, accessibility and sustainability of certain buildings.It primarily applies to the design and construction of new buildings, and plumbing and drainage systems in new and existing buildings.In some cases it may also apply to structures associated with buildings and new building work or new plumbing and drainage work in existing buildings.  The Australian Building Codes Board(ABCB), on behalf of the Australian Government and each State and Territory government, produces and maintains the NCC.When determining the content of the NCC, the ABCB seeks to—  • ensure requirements have a rigorously tested rationale; and  • effectively and proportionally address applicable issues; and  • create benefits to society that outweigh costs; and  • consider non-regulatory alternatives; and  • consider the competitive effects of regulation; and  • not be unnecessarily restrictive.  The primary users of the NCC include architects, builders, plumbers, building surveyors, hydraulic consultants, engineers and other building and plumbing related professions and trades.  Format of the NCC  The NCC is published in three volumes.The Building Code of Australia(BCA) is Volumes One and Two of the NCC and the Plumbing Code of Australia(PCA) is Volume Three of the NCC.  Components of the NCC  The NCC provides the technical provisions for the design and construction of buildings and other structures, and plumbing and drainage systems.  NCC Volume One primarily covers the design and construction of multi-residential, commercial, industrial and public assembly buildings and some associated structures.  NCC Volume Two primarily covers the design and construction of smaller scale buildings including houses, small sheds, carports and some associated structures.  NCC Volume Three covers the design, construction and maintenance of plumbing and drainage systems in new and existing buildings.  Each volume contains—  • Governing Requirements; and  • Performance Requirements; and  • compliance options to meet the NCC requirements; and  • State and Territory variations and additions.","","","","","","","",H9,"","","","","","","","","","",V2,"","","","","","","","","",H,H9,true
